"22852","['とてまじ', 'たなでり', '。ょも', 'たなでつ', '。ょお', 'のにがら', 'のにがを', 'とてまさ']"
"22873","['たなでじ', 'のにがり', '。ょも', '。ょつ', 'のにがお', 'とてまら', 'たなでを', 'とてまさ']"
"22904","['のにがじ', 'のにがり', '。ょも', 'たなでつ', '。ょお', 'とてまら', 'たなでを', 'とてまさ']"
"22905","['とてまじ', 'のにがり', 'とてまも', '。ょつ', 'たなでお', 'のにがら', '。ょを', 'たなでさ']"
"22915","['とてまじ', 'のにがり', '。ょも', 'たなでつ', 'のにがお', 'とてまら', 'たなでを', '。ょさ']"
"22922","['とてまじ', 'のにがり', '。ょも', 'とてまつ', 'たなでお', 'のにがら', 'たなでを', '。ょさ']"
"22934","['とてまじ', 'とてまり', '。ょも', '。ょつ', 'たなでお', 'のにがら', 'のにがを', 'たなでさ']"
"22966","['たなでじ', 'たなでり', '。ょも', 'とてまつ', '。ょお', 'とてまら', 'のにがを', 'のにがさ']"
"23002","['とてまじ', 'のにがり', 'のにがも', 'たなでつ', '。ょお', 'とてまら', '。ょを', 'たなでさ']"
"23010","['とてまじ', 'のにがり', 'とてまも', '。ょつ', 'たなでお', '。ょら', 'のにがを', 'たなでさ']"
"23025","['のにがじ', 'たなでり', '。ょも', 'とてまつ', '。ょお', 'とてまら', 'のにがを', 'たなでさ']"
"23027","['とてまじ', 'のにがり', '。ょも', 'とてまつ', 'たなでお', '。ょら', 'たなでを', 'のにがさ']"
"23058","['たなでじ', 'たなでり', '。ょも', '。ょつ', 'のにがお', 'とてまら', 'のにがを', 'とてまさ']"
"23083","['たなでじ', 'のにがり', 'とてまも', '。ょつ', 'たなでお', 'とてまら', '。ょを', 'のにがさ']"
"23083","['たなでじ', 'のにがり', 'とてまも', '。ょつ', 'たなでお', 'とてまら', 'のにがを', '。ょさ']"
"23089","['のにがじ', 'たなでり', '。ょも', 'たなでつ', '。ょお', 'とてまら', 'のにがを', 'とてまさ']"
"23100","['とてまじ', 'たなでり', '。ょも', 'たなでつ', 'のにがお', 'とてまら', 'のにがを', '。ょさ']"
"23100","['とてまじ', 'たなでり', '。ょも', 'たなでつ', 'のにがお', 'とてまら', '。ょを', 'のにがさ']"
"23107","['とてまじ', 'たなでり', '。ょも', 'とてまつ', 'たなでお', 'のにがら', '。ょを', 'のにがさ']"
"23107","['とてまじ', 'たなでり', '。ょも', 'とてまつ', 'たなでお', 'のにがら', 'のにがを', '。ょさ']"
"23112","['たなでじ', 'とてまり', '。ょも', '。ょつ', 'たなでお', 'とてまら', 'のにがを', 'のにがさ']"
"23115","['とてまじ', 'のにがり', 'たなでも', 'とてまつ', '。ょお', 'のにがら', '。ょを', 'たなでさ']"
"23142","['のにがじ', 'のにがり', 'とてまも', '。ょつ', 'たなでお', 'とてまら', '。ょを', 'たなでさ']"
"23151","['とてまじ', 'のにがり', 'のにがも', '。ょつ', '。ょお', 'とてまら', 'たなでを', 'たなでさ']"
"23159","['のにがじ', 'のにがり', '。ょも', 'とてまつ', 'たなでお', 'とてまら', 'たなでを', '。ょさ']"
"23171","['のにがじ', 'とてまり', '。ょも', '。ょつ', 'たなでお', 'とてまら', 'のにがを', 'たなでさ']"
"23179","['とてまじ', 'のにがり', 'たなでも', 'たなでつ', '。ょお', 'のにがら', '。ょを', 'とてまさ']"
"23201","['とてまじ', 'のにがり', '。ょも', 'たなでつ', '。ょお', 'のにがら', 'とてまを', 'たなでさ']"
"23212","['とてまじ', 'たなでり', '。ょも', 'とてまつ', 'たなでお', '。ょら', 'のにがを', 'のにがさ']"
"23220","['とてまじ', 'のにがり', 'たなでも', 'とてまつ', '。ょお', '。ょら', 'のにがを', 'たなでさ']"
"23249","['とてまじ', 'たなでり', '。ょも', '。ょつ', 'のにがお', 'とてまら', 'たなでを', 'のにがさ']"
"23251","['とてまじ', 'のにがり', '。ょも', 'たなでつ', 'とてまお', 'のにがら', '。ょを', 'たなでさ']"
"23269","['とてまじ', '。ょり', '。ょも', 'たなでつ', 'たなでお', 'とてまら', 'のにがを', 'のにがさ']"
"23279","['たなでじ', 'のにがり', 'のにがも', '。ょつ', 'たなでお', 'とてまら', '。ょを', 'とてまさ']"
"23284","['とてまじ', 'のにがり', 'たなでも', 'たなでつ', '。ょお', '。ょら', 'のにがを', 'とてまさ']"
"23293","['たなでじ', 'のにがり', 'たなでも', 'とてまつ', '。ょお', 'とてまら', 'のにがを', '。ょさ']"
"23293","['たなでじ', 'のにがり', 'たなでも', 'とてまつ', '。ょお', 'とてまら', '。ょを', 'のにがさ']"
"23295","['とてまじ', 'のにがり', '。ょも', '。ょつ', 'たなでお', 'たなでら', 'のにがを', 'とてまさ']"
"23321","['とてまじ', 'のにがり', 'のにがも', 'たなでつ', 'たなでお', 'とてまら', '。ょを', '。ょさ']"
"23328","['とてまじ', 'のにがり', 'たなでも', '。ょつ', '。ょお', 'のにがら', 'たなでを', 'とてまさ']"
"23336","['とてまじ', 'たなでり', 'のにがも', '。ょつ', '。ょお', 'とてまら', 'のにがを', 'たなでさ']"
"23344","['のにがじ', 'たなでり', '。ょも', 'とてまつ', 'たなでお', 'とてまら', '。ょを', 'のにがさ']"
"23344","['のにがじ', 'たなでり', '。ょも', 'とてまつ', 'たなでお', 'とてまら', 'のにがを', '。ょさ']"
"23352","['のにがじ', 'のにがり', 'たなでも', 'とてまつ', '。ょお', 'とてまら', '。ょを', 'たなでさ']"
"23356","['とてまじ', 'のにがり', '。ょも', 'たなでつ', 'とてまお', '。ょら', 'のにがを', 'たなでさ']"
"23379","['たなでじ', 'のにがり', '。ょも', 'たなでつ', '。ょお', 'とてまら', 'とてまを', 'のにがさ']"
